variant,dreaddit_train_total,train_size,test_size,accuracy,f1_macro,f1_binary,recall_class1,delta_f1_binary_vs_default,delta_recall1_vs_default
default,2819,2537,715,0.7258741258741259,0.7242424242424242,0.7454545454545455,0.7777777777777778,0.0,0.0
no_stopword_removal,2819,2537,715,0.7258741258741259,0.7242424242424242,0.7454545454545455,0.7777777777777778,0.0,0.0
no_lemmatization,2819,2537,715,0.7258741258741259,0.7242424242424242,0.7454545454545455,0.7777777777777778,0.0,0.0
